trace,reference,scheduler,metric,mean_wait_sched,mean_wait_ref,mean_diff,pct_vs_ref,cohens_dz,ttest_p,wilcoxon_p,ttest_p_holm,wilcoxon_p_holm,mean_bounded_slowdown_sched,mean_bounded_slowdown_ref
lanl,PROACTIVE,SJF_ORACLE,mean_bounded_slowdown,,,-3.321580726138685,-54.2157423573724,-0.5677156087423897,0.020024665540516833,2.6702880859375e-05,0.20024665540516834,0.000186920166015625,2.8050175305888807,6.126598256727564
lanl,PROACTIVE,SJF_USEREST,mean_bounded_slowdown,,,-1.6145432614491608,-26.353013430842232,-0.38031272133621163,0.10528851928009475,0.0072956085205078125,0.6038357978608104,0.043773651123046875,4.5120549952784055,6.126598256727564
lanl,PROACTIVE,SMALLEST_FIRST,mean_bounded_slowdown,,,0.4443391573622593,7.252624356009216,0.31459957951163137,0.17559511330533192,0.1474161990774467,0.6038357978608104,0.4422485972323401,6.570937414089824,6.126598256727564
lanl,PROACTIVE,SRPT_ORACLE,mean_bounded_slowdown,,,-5.05475515918915,-82.50508597717449,-0.7983971309131043,0.002040699747645671,1.9073486328125e-06,0.02244769722410238,2.09808349609375e-05,1.0718430975384154,6.126598256727564
lanl,EASY_USEREST,CONS_BF_USEREST,mean_bounded_slowdown,,,7.878930924245898,38.34656862664125,0.35009716774775024,0.13392657741856773,0.0001678466796875,0.4768333664762524,0.0001678466796875,28.425569662534507,20.54663873828861
lanl,EASY_USEREST,EASY_ORACLE,mean_bounded_slowdown,,,-12.078396750196639,-58.7852685008209,-0.4581312756995053,0.054547875481771355,1.9073486328125e-06,0.4768333664762524,2.09808349609375e-05,8.46824198809197,20.54663873828861
lanl,EASY_USEREST,FCFS,mean_bounded_slowdown,,,-12.333830220445483,-60.02845709970761,-0.4550801833721523,0.056025366776001,1.9073486328125e-06,0.4768333664762524,2.09808349609375e-05,8.212808517843126,20.54663873828861
lanl,EASY_USEREST,FIFO_STRICT,mean_bounded_slowdown,,,50.82871282955642,247.38213134023349,0.41897078697073936,0.07643728987277218,1.9073486328125e-06,0.4768333664762524,2.09808349609375e-05,71.375351567845,20.54663873828861
lanl,EASY_USEREST,HRRN_USEREST,mean_bounded_slowdown,,,-15.562067391984755,-75.74021030984927,-0.4538669270481046,0.056622819226752635,1.9073486328125e-06,0.4768333664762524,2.09808349609375e-05,4.984571346303853,20.54663873828861
lanl,EASY_USEREST,PROACTIVE,mean_bounded_slowdown,,,-14.42004048156104,-70.18199261317292,-0.4534190118801225,0.056844832358824454,1.9073486328125e-06,0.4768333664762524,2.09808349609375e-05,6.126598256727564,20.54663873828861
lanl,EASY_USEREST,PROACTIVE_EST,mean_bounded_slowdown,,,-14.708356590305721,-71.58522022824461,-0.46144833695434245,0.05298148516402804,1.33514404296875e-05,0.4768333664762524,2.6702880859375e-05,5.838282147982891,20.54663873828861
lanl,EASY_USEREST,SJF_ORACLE,mean_bounded_slowdown,,,-17.74162120769973,-86.34804667411737,-0.47797701165770795,0.04576565097861241,1.9073486328125e-06,0.4576565097861241,2.09808349609375e-05,2.8050175305888807,20.54663873828861
lanl,EASY_USEREST,SJF_USEREST,mean_bounded_slowdown,,,-16.034583743010202,-78.03993610463299,-0.44762311078249767,0.05978893833866514,3.814697265625e-06,0.4768333664762524,2.09808349609375e-05,4.5120549952784055,20.54663873828861
lanl,EASY_USEREST,SMALLEST_FIRST,mean_bounded_slowdown,,,-13.97570132419878,-68.01940454695928,-0.4473536107768169,0.059929100729750336,1.9073486328125e-06,0.4768333664762524,2.09808349609375e-05,6.570937414089824,20.54663873828861
lanl,EASY_USEREST,SRPT_ORACLE,mean_bounded_slowdown,,,-19.474795640750195,-94.78336524435484,-0.51827954000236,0.03176955048332848,1.9073486328125e-06,0.3494650553166133,2.09808349609375e-05,1.0718430975384154,20.54663873828861
